"time","left.y","left.x","left.dt","right.y","right.x","right.dt","x.mid","dt.mid","left.x.smooth","right.x.smooth","left.dt.smooth","right.dt.smooth","dx","wt","direction","state","left.dt.inverse","right.dt.inverse","time.gap","dt.mid.gap","slice.id","ddt","ddt.adj","ddt.adj.leg","ddt.adj.dif","rhythm","step.id","step.leg","left.stance","right.stance","left.stride.lt","right.stride.lt","left.stride.wt","right.stride.wt","left.stride.t","right.stride.t","turn"
5205,979.665,-195.381,3952.29,890.43,-299.677,3766.68,-247.529,3859.485,-197.361,-300.032,3959.94,3766.68,102.671,102.671,"forth","straight",3959.94,3766.68,34,22.2600000000002,1,193.26,164.113106060606,"left",0.822058823529406,"-",3,"left",-1,-1,-1,-1,-1,-1,-1,-1,"-"
5239,1003.91,-197.361,3992.35,864.434,-300.032,3771.14,-248.6965,3881.745,-197.361,-299.677,3992.35,3771.14,102.316,102.316,"forth","straight",3992.35,3771.14,33,23.9650000000001,1,221.21,192.063106060606,"left",-0.189393939393939,"-",3,"left",-1,-1,-1,-1,-1,-1,-1,-1,"-"
5272,1009.15,-198.391,4013.19,840.676,-302.187,3798.23,-250.289,3905.71,-198.391,-299.677,4013.19,3798.23,101.286,101.286,"forth","straight",4013.19,3798.23,33,17.29,1,214.96,185.813106060606,"left",-0.0587878787878667,"-",3,"left",-1,-1,-1,-1,-1,-1,-1,-1,"-"
5305,1013.26,-199.198,4029.51,831.03,-289.953,3816.49,-244.5755,3923,-199.198,-291.989,4029.51,3816.49,92.791,92.791,"forth","straight",4029.51,3816.49,34,23.3600000000001,1,213.02,183.873106060607,"left",-0.00323529411766418,"-",3,"left",-1,-1,-1,-1,-1,-1,-1,-1,"-"
5339,1021.75,-200.867,4063.28,833.85,-290.937,3829.44,-245.902,3946.36,-199.833,-291.989,4042.35,3829.44,92.156,92.156,"forth","straight",4042.35,3829.44,33,-3.54000000000042,1,212.91,183.763106060606,"left",0.116060606060618,"-",3,"left",-1,-1,-1,-1,-1,-1,-1,-1,"-"
5372,1001.99,-199.833,4042.35,853.407,-291.989,3843.29,-245.911,3942.82,-200.707,-291.989,4060.03,3843.29,91.282,91.282,"forth","straight",4060.03,3843.29,35,28.1700000000001,1,216.74,187.593106060606,"left",-1.01171428571428,"-",3,"left",-1,-1,-1,-1,-1,-1,-1,-1,"-"
5407,1006.37,-200.707,4060.03,861.991,-294.926,3881.95,-247.8165,3970.99,-200.867,-294.926,4063.28,3881.95,94.059,94.059,"forth","straight",4063.28,3881.95,33,40.915,1,181.33,152.183106060606,"left",-0.518181818181829,"-",3,"left",-1,-1,-1,-1,-1,-1,-1,-1,"-"
5440,1014.79,-202.387,4094.02,900.8,-298.56,3929.79,-250.4735,4011.905,-202.387,-298.56,4094.02,3929.79,96.173,96.173,"forth","straight",4094.02,3929.79,34,35.2950000000001,1,164.23,135.083106060606,"left",-1.82558823529412,"-",3,"left",-1,-1,-1,-1,-1,-1,-1,-1,"-"
5474,1015.85,-202.598,4098.28,901.673,-303.6,3996.12,-253.099,4047.2,-202.598,-303.6,4098.28,3996.12,101.002,101.002,"forth","straight",4098.28,3996.12,33,59.5450000000001,1,102.16,73.0131060606059,"left",-1.40757575757574,"-",3,"left",-1,-1,-1,-1,-1,-1,-1,-1,"-"
5507,1024.85,-204.393,4134.6,949.606,-324.517,4078.89,-264.455,4106.745,-204.393,-314.377,4134.6,4078.89,109.984,109.984,"forth","straight",4134.6,4078.89,33,25.9200000000001,1,55.7100000000005,26.5631060606066,"left",-0.867272727272738,"-",3,"left",-1,-1,-1,-1,-1,-1,-1,-1,"-"
5540,1027.73,-204.967,4146.21,958.971,-327.717,4119.12,-266.342,4132.665,-204.967,-318.441,4146.21,4119.12,113.474,113.474,"forth","straight",4146.21,4119.12,33,21.0749999999998,1,27.0900000000001,-2.05689393939378,"left",0.134848484848479,"-",3,"left",-1,-1,-1,-1,-1,-1,-1,-1,"-"
5573,1033.51,-206.119,4169.51,933.68,-314.377,4137.97,-260.248,4153.74,-206.119,-318.897,4169.51,4137.97,112.778,112.778,"forth","straight",4169.51,4137.97,34,35.0450000000001,1,31.54,2.39310606060604,"right",-1.21470588235295,"-",4,"right",-1,-1,-1,-1,-1,-1,-1,-1,"-"
5607,1037.62,-206.939,4186.11,912.679,-318.441,4191.46,-262.69,4188.785,-206.721,-318.441,4181.7,4191.46,111.72,111.72,"forth","straight",4181.7,4191.46,33,20.8050000000003,1,-9.76000000000022,-38.9068939393941,"right",-1.26090909090908,"-",4,"right",-1,-1,-1,-1,-1,-1,-1,-1,"-"
5640,1021.53,-206.721,4181.7,937.896,-318.897,4237.48,-262.809,4209.59,-206.721,-314.377,4186.11,4237.48,107.656,107.656,"forth","straight",4186.11,4237.48,33,71.6599999999999,1,-51.3699999999999,-80.5168939393938,"right",-0.811212121212107,"-",4,"right",-1,-1,-1,-1,-1,-1,-1,-1,"-"
5673,1036.31,-209.711,4242.18,925.245,-309.638,4320.32,-259.6745,4281.25,-206.721,-318.389,4242.18,4320.32,111.668,111.668,"forth","straight",4242.18,4320.32,34,53.5150000000003,1,-78.1399999999994,-107.286893939393,"right",-0.250882352941196,"-",4,"right",-1,-1,-1,-1,-1,-1,-1,-1,"-"
5707,1048.34,-196.755,4291.43,937.618,-313.779,4378.1,-255.267,4334.765,-198.827,-318.389,4291.43,4378.1,119.562,119.562,"forth","straight",4291.43,4378.1,33,47.6699999999992,1,-86.6700000000001,-115.816893939394,"right",-1.00969696969699,"-",4,"right",-1,-1,-1,-1,-1,-1,-1,-1,"-"
5740,1040.41,-198.177,4322.44,951.396,-318.389,4442.43,-258.283,4382.435,-198.827,-318.389,4322.44,4442.43,119.562,119.562,"forth","straight",4322.44,4442.43,34,23.4549999999999,1,-119.990000000001,-149.136893939395,"right",-0.546176470588227,"-",4,"right",-1,-1,-1,-1,-1,-1,-1,-1,"-"
5774,1043.82,-198.827,4336.61,958.406,-320.736,4475.17,-259.7815,4405.89,-198.827,-318.389,4336.61,4475.17,119.562,119.562,"forth","straight",4336.61,4475.17,33,29.4050000000007,1,-138.56,-167.706893939394,"right",-0.664848484848473,"-",4,"right",-1,-1,-1,-1,-1,-1,-1,-1,"-"
5807,1043.81,-199.418,4349.51,984.453,-324.026,4521.08,-261.722,4435.295,-199.418,-318.389,4349.51,4510.01,118.971,118.971,"forth","straight",4349.51,4510.01,34,2.14999999999964,1,-160.5,-189.646893939394,"right",0.126470588235299,"-",4,"right",-1,-1,-1,-1,-1,-1,-1,-1,"-"
5841,1031.84,-200.123,4364.88,982.042,-307.058,4510.01,-253.5905,4437.445,-200.123,-311.154,4364.88,4521.08,111.031,111.031,"forth","straight",4364.88,4521.08,33,28.8000000000011,1,-156.2,-185.346893939394,"right",-0.166969696969704,"-",4,"right",-1,-1,-1,-1,-1,-1,-1,-1,"-"
5874,1036.69,-201.063,4385.39,973.812,-309.584,4547.1,-255.3235,4466.245,-200.123,-311.154,4385.39,4547.1,111.031,111.031,"forth","straight",4385.39,4547.1,33,17.4799999999996,1,-161.71,-190.856893939394,"right",-0.338181818181814,"-",4,"right",-1,-1,-1,-1,-1,-1,-1,-1,"-"
5907,992.193,-201.609,4397.29,978.75,-311.154,4570.16,-256.3815,4483.725,-200.123,-311.154,4397.29,4570.16,111.031,111.031,"forth","straight",4397.29,4570.16,34,25.6899999999996,1,-172.87,-202.016893939394,"right",-0.0670588235294043,"-",4,"right",-1,-1,-1,-1,-1,-1,-1,-1,"-"
5941,978.703,-199.563,4421.84,984.496,-312.98,4596.99,-256.2715,4509.415,-199.563,-312.98,4421.84,4596.99,113.417,113.417,"forth","straight",4421.84,4596.99,33,30.7200000000003,1,-175.15,-204.296893939394,"right",-1.80787878787881,"-",4,"right",-1,-1,-1,-1,-1,-1,-1,-1,"-"
5974,963.038,-186.914,4422.73,997.463,-317.103,4657.54,-252.0085,4540.135,-190.973,-317.103,4422.73,4657.54,126.13,126.13,"forth","straight",4422.73,4657.54,32,80.625,1,-234.81,-263.956893939394,"right",-0.599687499999987,"-",4,"right",-1,-1,-1,-1,-1,-1,-1,-1,"-"
6006,967.745,-190.973,4518.77,1011.43,-321.542,4722.75,-256.2575,4620.76,-186.914,-319.627,4440.62,4694.62,132.713,132.713,"forth","straight",4440.62,4694.62,35,-53.1400000000003,1,-254,-283.146893939394,"right",-0.163999999999994,"-",4,"right",-1,-1,-1,-1,-1,-1,-1,-1,"-"
6041,951.009,-184.485,4440.62,988.567,-319.627,4694.62,-252.056,4567.62,-185.558,-321.542,4463.01,4722.75,135.984,135.984,"forth","straight",4463.01,4722.75,34,30.2050000000008,1,-259.74,-288.886893939394,"right",-0.189705882352963,"-",4,"right",-1,-1,-1,-1,-1,-1,-1,-1,"-"
6075,955.802,-185.415,4463.01,1013.55,-322.216,4732.64,-253.8155,4597.825,-185.558,-322.216,4466.45,4732.64,136.658,136.658,"forth","straight",4466.45,4732.64,34,10.7599999999993,1,-266.190000000001,-295.336893939394,"right",-0.531764705882351,"-",4,"right",-1,-1,-1,-1,-1,-1,-1,-1,"-"
6109,956.54,-185.558,4466.45,1017.42,-323.447,4750.72,-254.5025,4608.585,-185.558,-323.447,4466.45,4750.72,137.889,137.889,"forth","straight",4466.45,4750.72,34,79.0600000000004,1,-284.27,-313.416893939394,"right",-0.695588235294107,"-",4,"right",-1,-1,-1,-1,-1,-1,-1,-1,"-"
6143,967.89,-187.76,4519.45,1039.93,-348.018,4855.84,-267.889,4687.645,-187.76,-328.666,4519.45,4827.37,140.906,140.906,"forth","straight",4519.45,4827.37,33,-5.94000000000051,1,-307.92,-337.066893939394,"right",-0.360000000000003,"-",4,"right",-1,-1,-1,-1,-1,-1,-1,-1,"-"
6176,935.653,-188.449,4536.04,1033.83,-328.666,4827.37,-258.5575,4681.705,-188.449,-332.536,4536.04,4855.84,144.087,144.087,"forth","straight",4536.04,4855.84,33,46.4400000000005,1,-319.8,-348.946893939394,"right",0.231818181818171,"-",4,"right",-1,4,-1,1860.52,-1,144.087,-1,2208,"-"
6209,943.086,-189.946,4572.07,1046.01,-332.536,4884.22,-261.241,4728.145,-189.946,-334.939,4572.07,4884.22,144.993,144.993,"forth","straight",4572.07,4884.22,33,48.3249999999998,1,-312.150000000001,-341.296893939394,"right",0.789393939393945,"-",4,"right",-1,-1,-1,-1,-1,-1,-1,-1,"-"
6242,992.298,-192.495,4633.42,1053.57,-334.939,4919.52,-263.717,4776.47,-192.495,-334.939,4633.42,4919.52,142.444,142.444,"forth","straight",4633.42,4919.52,33,39.5050000000001,1,-286.1,-315.246893939394,"right",1.24939393939395,"-",4,"right",-1,-1,-1,-1,-1,-1,-1,-1,"-"
6275,988.34,-194.992,4693.54,1057.61,-336.225,4938.41,-265.6085,4815.975,-194.992,-336.225,4693.54,4938.41,141.233,141.233,"forth","straight",4693.54,4938.41,34,30.8949999999995,1,-244.87,-274.016893939394,"right",0.787647058823522,"-",4,"right",-1,-1,-1,-1,-1,-1,-1,-1,"-"
6309,959.549,-196.681,4734.19,1062.14,-337.664,4959.55,-267.1725,4846.87,-196.681,-337.17,4734.19,4952.28,140.489,140.489,"forth","straight",4734.19,4952.28,34,19.5600000000004,1,-218.09,-247.236893939394,"right",0.790588235294121,"-",4,"right",-1,-1,-1,-1,-1,-1,-1,-1,"-"
6343,966.47,-198.1,4768.34,1063.21,-338.003,4964.52,-268.0515,4866.43,-198.1,-337.664,4768.34,4959.55,139.564,139.564,"forth","straight",4768.34,4959.55,33,133.459999999999,1,-191.21,-220.356893939394,"right",7.82242424242422,"-",4,"right",-1,-1,-1,-1,-1,-1,-1,-1,"-"
6376,968.745,-209.697,5047.5,1025.06,-337.17,4952.28,-273.4335,4999.89,-209.697,-338.003,5031.45,4964.52,128.306,128.306,"forth","straight",5031.45,4964.52,33,14.5350000000008,1,66.9299999999994,37.7831060606055,"left",-0.353030303030292,"-",5,"left",5,-1,1187.71,-1,128.306,-1,1472,-1,"-"
6409,969.739,-209.913,5052.68,1047.86,-338.797,4976.17,-274.355,5014.425,-209.913,-338.797,5031.45,4976.17,128.884,128.884,"forth","straight",5031.45,4976.17,34,1.85999999999967,1,55.2799999999997,26.1331060606058,"left",-0.646764705882346,"-",5,"left",-1,-1,-1,-1,-1,-1,-1,-1,"-"
6443,962.055,-212.639,5031.45,1053.11,-340.495,5001.12,-276.567,5016.285,-212.639,-340.294,5031.45,4998.16,127.655,127.655,"forth","straight",5031.45,4998.16,33,-15.8449999999993,1,33.29,4.14310606060604,"left",-0.0896969696969708,"-",5,"left",-1,-1,-1,-1,-1,-1,-1,-1,"-"
6476,938.621,-229.367,5002.72,1030.98,-340.294,4998.16,-284.8305,5000.44,-229.367,-340.495,5031.45,5001.12,111.128,111.128,"forth","straight",5031.45,5001.12,34,33.3299999999999,1,30.3299999999999,1.183106060606,"left",-0.659117647058819,"-",5,"left",-1,-1,-1,-1,-1,-1,-1,-1,"-"
6510,938.985,-247.404,5004.66,1026.17,-344.7,5062.88,-296.052,5033.77,-247.404,-342.021,5031.45,5023.53,94.617,94.617,"forth","straight",5031.45,5023.53,34,-4.08500000000095,1,7.92000000000007,-21.2268939393939,"right",-1.02823529411765,"-",6,"right",-1,-1,-1,-1,-1,-1,-1,-1,"-"
6544,944.834,-248.946,5035.84,1036.21,-342.021,5023.53,-295.4835,5029.685,-248.946,-344.7,5035.84,5062.88,95.754,95.754,"forth","straight",5035.84,5062.88,33,47.8650000000007,1,-27.04,-56.1868939393939,"right",0.668484848484861,"-",6,"right",-1,6,-1,207.04,-1,95.754,-1,368,"-"
6577,952.194,-269.085,5075.06,1047.87,-364.087,5080.04,-316.586,5077.55,-269.085,-364.087,5075.06,5080.04,95.002,95.002,"forth","straight",5075.06,5080.04,33,23.71,1,-4.97999999999956,-34.1268939393935,"right",0.656060606060595,"-",6,"right",-1,-1,-1,-1,-1,-1,-1,-1,"-"
6610,960.492,-271.431,5119.29,1048.52,-364.315,5083.23,-317.873,5101.26,-269.085,-364.087,5096.71,5080.04,95.002,95.002,"forth","straight",5096.71,5080.04,33,-7.34000000000015,1,16.6700000000001,-12.4768939393939,"right",0.587575757575768,"-",6,"right",-1,-1,-1,-1,-1,-1,-1,-1,"-"
6643,974.534,-270.233,5096.71,1050.15,-364.881,5091.13,-317.557,5093.92,-269.085,-364.087,5119.29,5083.23,95.002,95.002,"forth","straight",5119.29,5083.23,35,33.5499999999993,1,36.0600000000004,6.91310606060647,"left",-0.0525714285714327,"short",-1,"-",-1,-1,-1,-1,-1,-1,-1,-1,"left"
6678,990.18,-256,5178.54,1047.11,-345.62,5076.4,-300.81,5127.47,-270.233,-364.315,5119.29,5085.07,94.082,94.082,"forth","straight",5119.29,5085.07,34,14.375,1,34.2200000000003,5.07310606060633,"left",0.089999999999985,"short",-1,"-",-1,-1,-1,-1,-1,-1,-1,-1,"left"
6712,997.749,-256.993,5198.62,1048.9,-346.211,5085.07,-301.602,5141.845,-270.233,-364.881,5128.41,5091.13,94.648,94.648,"forth","buffer",5128.41,5091.13,32,-25.3549999999996,-1,37.2799999999997,8.13310606060582,"left",-0.297812499999992,"-",-1,"-",-1,-1,-1,-1,-1,-1,-1,-1,"left"
6744,1000.58,-271.348,5117.73,1055.13,-366.61,5115.25,-318.979,5116.49,-271.348,-350.988,5143,5115.25,79.64,79.64,"forth","buffer",5143,5115.25,33,23.3299999999999,-1,27.75,-1.39689393939393,"right",-1.09030303030302,"-",-1,"-",-1,-1,-1,-1,-1,-1,-1,-1,"left"
6777,1002.66,-271.914,5128.41,1062.55,-369.189,5151.23,-320.5515,5139.82,-271.914,-366.61,5143,5151.23,94.696,94.696,"forth","buffer",5143,5151.23,34,9.30000000000018,-1,-8.22999999999956,-37.3768939393935,"right",-0.117941176470595,"-",-1,"-",-1,-1,-1,-1,-1,-1,-1,-1,"left"
6811,1005.52,-272.688,5143,1063.38,-350.988,5155.24,-311.838,5149.12,-272.688,-369.189,5143,5155.24,96.501,96.501,"forth","buffer",5143,5155.24,33,15.2550000000001,-1,-12.2399999999998,-41.3868939393937,"right",-0.893030303030283,"-",-1,"-",-1,-1,-1,-1,-1,-1,-1,-1,"left"
6844,1005.62,-272.715,5143.52,1050.97,-371.626,5185.23,-322.1705,5164.375,-272.715,-371.626,5143.52,5185.23,98.911,98.911,"forth","buffer",5143.52,5185.23,34,67.8449999999993,-1,-41.7099999999991,-70.856893939393,"right",1.32558823529408,"-",-1,"-",-1,-1,-1,-1,-1,-1,-1,-1,"left"
6878,1004.52,-277.507,5233.9,1041.39,-374.873,5230.54,-326.19,5232.22,-277.507,-374.873,5233.9,5230.54,97.366,97.366,"forth","buffer",5233.9,5230.54,33,36.9549999999999,-1,3.35999999999967,-25.7868939393943,"right",-1.46545454545454,"-",-1,"-",-1,-1,-1,-1,-1,-1,-1,-1,"left"
6911,986.789,-278.862,5259.45,1013.16,-378.339,5278.9,-328.6005,5269.175,-278.862,-374.873,5233.9,5278.9,96.011,96.011,"forth","turn",5233.9,5278.9,34,51.0800000000008,-1,-45,-74.1468939393939,"right",-0.090294117647077,"-",-1,"-",-1,-1,-1,-1,-1,-1,-1,-1,"left"
6945,991.089,-280.077,5282.37,1005.31,-384.018,5358.14,-332.0475,5320.255,-280.077,-374.873,5233.9,5281.97,94.796,94.796,"forth","turn",5233.9,5281.97,34,-63.1000000000004,-1,-48.0700000000006,-77.2168939393945,"right",4.55195943280443,"-",-1,"-",-1,-1,-1,-1,-1,-1,-1,-1,"left"
6979,996.356,-316.973,5203.87,995.024,-361.555,5310.44,-339.264,5257.155,-361.555,-316.973,5310.44,5259.45,-44.582,44.582,"back","turn",98.6900000000005,47.7000000000007,133,-14.5050000000001,-1,50.9899999999998,77.5497267759561,"left",0.186315789473689,"-",-1,"-",-1,-1,-1,-1,-1,-1,-1,-1,"left"
7112,976.26,-372.923,5203.33,991.014,-298.999,5281.97,-335.961,5242.65,-318.764,-298.999,5282.37,5358.14,-19.765,19.765,"back","turn",75.7700000000004,0,301,285.8,-1,75.7700000000004,102.329726775957,"left",-0.364418604651164,"-",-1,"-",-1,-1,-1,-1,-1,-1,-1,-1,"left"
7413,1040.44,-357.664,5545.41,1014.31,-248.74,5511.49,-303.202,5528.45,-318.764,-248.74,5545.41,5511.49,-70.024,70.024,"back","turn",-187.27,-153.349999999999,234,155.825,-1,-33.9200000000001,-7.36027322404376,"left",0.564273504273504,"-",-1,"-",-1,-1,-1,-1,-1,-1,-1,-1,"left"
7647,1056.52,-318.764,5631.13,1076.47,-110.787,5737.42,-214.7755,5684.275,-318.764,-110.787,5615.7,5713.82,-207.977,207.977,"back","buffer",-257.559999999999,-355.679999999999,101,-19.5149999999994,2,98.1199999999999,124.679726775956,"left",0.20485148514852,"-",7,"left",-1,-1,-1,-1,-1,-1,-1,-1,"-"
7748,1053.63,-297.75,5615.7,1072.04,-110.331,5713.82,-204.0405,5664.76,-298.012,-110.74,5615.7,5734.51,-187.272,187.272,"back","buffer",-257.559999999999,-376.37,34,13.0550000000003,2,118.81,145.369726775957,"left",0,"-",7,"left",-1,-1,-1,-1,-1,-1,-1,-1,"-"
7782,1054.55,-298.012,5620.62,1055.45,-110.74,5735.01,-204.376,5677.815,-297.75,-110.74,5615.7,5734.51,-187.01,187.01,"back","buffer",-257.559999999999,-376.37,65,-6.89000000000033,2,118.81,145.369726775957,"left",0.0972307692307647,"-",7,"left",-1,-1,-1,-1,-1,-1,-1,-1,"-"
7847,1052.06,-277.198,5607.34,1055.35,-110.73,5734.51,-193.964,5670.925,-277.198,-110.73,5607.34,5732.47,-166.468,166.468,"back","buffer",-249.2,-374.33,34,-99.9849999999997,2,125.13,151.689726775956,"left",0.96000000000001,"-",7,"left",-1,-1,-1,-1,-1,-1,-1,-1,"-"
7881,1044.95,-191.434,5569.45,1025.53,-231.505,5572.43,-211.4695,5570.94,-255.591,-110.73,5574.7,5732.47,-144.861,144.861,"back","buffer",-216.559999999999,-374.33,33,67.1749999999993,2,157.77,184.329726775957,"left",-0.0603030303030513,"-",7,"left",-1,-1,-1,-1,-1,-1,-1,-1,"-"
7914,1040.13,-254.173,5543.76,1054.98,-90.1326,5732.47,-172.1528,5638.115,-254.173,-90.1326,5574.7,5730.48,-164.0404,164.0404,"back","buffer",-216.559999999999,-372.339999999999,35,12.21,2,155.78,182.339726775956,"left",0.0840000000000145,"-",7,"left",-1,-1,-1,-1,-1,-1,-1,-1,"-"
7949,1025.94,-255.591,5574.7,1053.78,-90.03,5725.95,-172.8105,5650.325,-251.96,-90.1013,5569.45,5728.17,-161.8587,161.8587,"back","buffer",-211.309999999999,-370.03,33,6.33500000000004,2,158.72,185.279726775957,"left",0.0706060606060584,"-",7,"left",-1,-1,-1,-1,-1,-1,-1,-1,"-"
7982,1027.44,-251.96,5582.84,1054.61,-90.1013,5730.48,-171.03065,5656.66,-251.96,-90.065,5567.12,5728.17,-161.895,161.895,"back","buffer",-208.98,-370.03,31,-11.8950000000004,2,161.05,187.609726775956,"left",-0.303870967741938,"-",7,"left",7,-1,-1,-1,-1,-1,-1,-1,"-"
8013,1023.49,-235.035,5561.36,1054.19,-90.065,5728.17,-162.55,5644.765,-235.035,-90.065,5574.7,5726.33,-144.97,144.97,"back","buffer",-216.559999999999,-368.19,36,1.96000000000095,2,151.63,178.189726775956,"left",-0.00472222222222424,"-",7,"left",-1,-1,-1,-1,-1,-1,-1,-1,"-"
8049,1024.55,-231.285,5567.12,1053.85,-90.036,5726.33,-160.6605,5646.725,-231.92,-90.1013,5574.87,5726.33,-141.8187,141.8187,"back","buffer",-216.73,-368.19,33,-14.3700000000008,2,151.46,178.019726775956,"left",-0.135757575757563,"-",7,"left",-1,-1,-1,-1,-1,-1,-1,-1,"-"
8082,1025.98,-231.607,5574.87,1047.13,-109.868,5689.84,-170.7375,5632.355,-231.92,-90.065,5574.87,5721.85,-141.855,141.855,"back","buffer",-216.73,-363.71,33,1.11000000000058,2,146.98,173.539726775957,"left",-1.19878787878789,"-",7,"left",-1,-1,-1,-1,-1,-1,-1,-1,"-"
8115,1027.36,-231.92,5582.42,1046.15,-109.765,5684.51,-170.8425,5633.465,-231.92,-109.664,5582.42,5689.84,-122.256,122.256,"back","buffer",-224.28,-331.7,33,19.4400000000005,2,107.42,133.979726775956,"left",-0.208181818181815,"-",7,"left",-1,-1,-1,-1,-1,-1,-1,-1,"-"
8148,1027.65,-231.985,5583.96,1053.02,-89.9656,5721.85,-160.9753,5652.905,-231.985,-109.667,5583.96,5684.51,-122.318,122.318,"back","buffer",-225.82,-326.37,33,-12.7950000000001,2,100.55,127.109726775956,"left",-0.669393939393944,"-",7,"left",-1,-1,-1,-1,-1,-1,-1,-1,"-"
8181,1030.78,-252.778,5600.96,1045.19,-109.664,5679.26,-181.221,5640.11,-252.778,-109.664,5600.96,5679.42,-143.114,143.114,"back","buffer",-242.82,-321.28,34,3.17000000000007,2,78.46,105.019726775956,"left",-0.186470588235298,"-",7,"left",-1,-1,-1,-1,-1,-1,-1,-1,"-"
8215,1031.91,-253.057,5607.14,1045.22,-109.667,5679.42,-181.362,5643.28,-253.057,-109.64,5607.14,5679.26,-143.417,143.417,"back","buffer",-249,-321.12,33,6.21999999999935,2,72.1199999999999,98.6797267759562,"left",-0.41878787878787,"-",7,"left",-1,-1,-1,-1,-1,-1,-1,-1,"-"
8248,1034.46,-257.712,5620.96,1044.96,-109.64,5678.04,-183.676,5649.5,-257.712,-109.664,5620.96,5679.26,-148.048,148.048,"back","buffer",-262.82,-321.12,35,0.4950000000008,2,58.3000000000002,84.8597267759565,"left",-0.294857142857161,"-",7,"left",-1,-1,-1,-1,-1,-1,-1,-1,"-"
8283,1036.13,-258.13,5630.06,1043.47,-109.484,5669.93,-183.807,5649.995,-258.13,-109.64,5630.06,5678.04,-148.49,148.49,"back","buffer",-271.92,-319.9,33,10.4149999999991,2,47.9799999999996,74.5397267759559,"left",-0.221212121212099,"-",7,"left",-1,-1,-1,-1,-1,-1,-1,-1,"-"
8316,1037.47,-258.464,5637.36,1045.96,-109.745,5683.46,-184.1045,5660.41,-258.464,-109.64,5637.36,5678.04,-148.824,148.824,"back","buffer",-279.219999999999,-319.9,34,10.4650000000001,2,40.6800000000003,67.2397267759566,"left",-0.811176470588233,"-",7,"left",-1,-1,-1,-1,-1,-1,-1,-1,"-"
8350,1043.45,-280.287,5669.84,1043.83,-109.522,5671.91,-194.9045,5670.875,-279.827,-109.555,5660.54,5673.64,-170.272,170.272,"back","buffer",-302.4,-315.5,33,23.3449999999993,2,13.1000000000004,39.6597267759567,"left",0.0157575757575614,"-",7,"left",-1,-1,-1,-1,-1,-1,-1,-1,"-"
8383,1049.06,-281.795,5700.33,1046.81,-109.835,5688.11,-195.815,5694.22,-280.287,-109.745,5669.84,5683.46,-170.542,170.542,"back","buffer",-311.7,-325.32,34,-27.1299999999992,2,13.6199999999999,40.1797267759562,"left",-0.760000000000004,"-",7,"left",-1,-1,-1,-1,-1,-1,-1,-1,"-"
8417,1041.74,-279.827,5660.54,1044.15,-109.555,5673.64,-194.691,5667.09,-281.795,-109.835,5700.33,5688.11,-171.96,171.96,"back","buffer",-342.19,-329.969999999999,33,29.2399999999998,2,-12.2200000000003,14.3397267759561,"left",0.0381818181818248,"-",7,"left",-1,-1,-1,-1,-1,-1,-1,-1,"-"
8450,1049.08,-281.798,5700.4,1047.58,-109.915,5692.26,-195.8565,5696.33,-281.795,-109.835,5700.33,5689.37,-171.96,171.96,"back","buffer",-342.19,-331.23,34,16.7749999999996,2,-10.96,15.5997267759563,"left",1.21441176470588,"-",7,"left",-1,-1,-1,-1,-1,-1,-1,-1,"-"
